1.000000000000000000e+00,1.196996025998673190e+02
2.000000000000000000e+00,1.081805922677374667e+02
3.000000000000000000e+00,9.975192253495167449e+01
4.000000000000000000e+00,9.162119979248014090e+01
5.000000000000000000e+00,8.550238865432515922e+01
6.000000000000000000e+00,7.945851889623685338e+01
7.000000000000000000e+00,7.481529862560189770e+01
8.000000000000000000e+00,7.014681988731720708e+01
9.000000000000000000e+00,6.650313570582186173e+01
1.000000000000000000e+01,6.278859039052900926e+01
1.100000000000000000e+01,5.985328873123031457e+01
1.200000000000000000e+01,5.682743271707752086e+01
1.300000000000000000e+01,5.441229831190101862e+01
1.400000000000000000e+01,5.190002524281776175e+01
1.500000000000000000e+01,9.975629184330233556e+01
1.600000000000000000e+01,9.551799021394911904e+01
1.700000000000000000e+01,9.208305242488104625e+01
1.800000000000000000e+01,8.845996127081500049e+01
1.900000000000000000e+01,8.550594742091554679e+01
2.000000000000000000e+01,8.237310570972752544e+01
2.100000000000000000e+01,7.980579587065700764e+01
2.200000000000000000e+01,7.707002025376077370e+01
2.300000000000000000e+01,7.481813456090713998e+01
2.400000000000000000e+01,7.240850004510096483e+01
2.500000000000000000e+01,7.041722483513072461e+01
2.600000000000000000e+01,6.827869656396980247e+01
2.700000000000000000e+01,6.650533254088034596e+01
2.800000000000000000e+01,6.459444346836548334e+01
2.900000000000000000e+01,6.300505889146523231e+01
3.000000000000000000e+01,6.128751438985668187e+01
3.100000000000000000e+01,5.985489735690950397e+01
3.200000000000000000e+01,5.874866293681871809e+01
3.300000000000000000e+01,5.658443773178145619e+01
3.400000000000000000e+01,5.480150538606140032e+01
3.500000000000000000e+01,5.312750976514567469e+01
3.600000000000000000e+01,5.169736839942875406e+01
3.700000000000000000e+01,5.053530020630136477e+01
3.800000000000000000e+01,7.433589923849920922e+01
3.900000000000000000e+01,7.273270548616601161e+01
4.000000000000000000e+01,7.094154230573747100e+01
4.100000000000000000e+01,6.947994589769760410e+01
4.200000000000000000e+01,6.767746297291321866e+01
4.300000000000000000e+01,6.650565475556018669e+01
4.400000000000000000e+01,6.485230359659726673e+01
4.500000000000000000e+01,6.342447161025592095e+01
4.600000000000000000e+01,6.225363905318857860e+01
4.700000000000000000e+01,6.126074452067177845e+01
4.800000000000000000e+01,6.016775650991099411e+01
4.900000000000000000e+01,5.923977832438873747e+01
5.000000000000000000e+01,5.821709534775854422e+01
5.100000000000000000e+01,5.694631992261678732e+01
5.200000000000000000e+01,5.611435998946352299e+01
5.300000000000000000e+01,5.519590890308385411e+01
5.400000000000000000e+01,5.415815643766564591e+01
5.500000000000000000e+01,5.330217840236373661e+01
5.600000000000000000e+01,5.233381775506745726e+01
5.700000000000000000e+01,6.871212867928227297e+01
5.800000000000000000e+01,6.738109710853792933e+01
5.900000000000000000e+01,6.621940495267566007e+01
6.000000000000000000e+01,6.525831228574244847e+01
