1.000000000000000000e+00,1.196113056906310703e+02
2.000000000000000000e+00,9.970422115585756728e+01
3.000000000000000000e+00,9.157842335247931942e+01
4.000000000000000000e+00,8.546722363728986238e+01
5.000000000000000000e+00,8.110532970098203975e+01
6.000000000000000000e+00,7.627972053407695796e+01
7.000000000000000000e+00,7.142965324898486301e+01
8.000000000000000000e+00,6.535268911083001342e+01
9.000000000000000000e+00,6.078215485670106943e+01
1.000000000000000000e+01,5.681129425277703859e+01
1.100000000000000000e+01,5.259442862146710951e+01
1.200000000000000000e+01,9.844853860638754384e+01
1.300000000000000000e+01,9.317264401532993645e+01
1.400000000000000000e+01,8.946299431885039155e+01
1.500000000000000000e+01,8.453976967908187135e+01
1.600000000000000000e+01,8.147547859408328463e+01
1.700000000000000000e+01,7.782952875941194293e+01
1.800000000000000000e+01,7.407694654610068596e+01
1.900000000000000000e+01,7.105000794045714940e+01
2.000000000000000000e+01,6.887343821968882196e+01
2.100000000000000000e+01,6.648893008111437553e+01
2.200000000000000000e+01,6.404034931575260714e+01
2.300000000000000000e+01,6.176552057928343942e+01
2.400000000000000000e+01,5.937833520302702794e+01
2.500000000000000000e+01,5.741707593864092019e+01
2.600000000000000000e+01,5.558203852295541481e+01
2.700000000000000000e+01,5.401861858748459611e+01
2.800000000000000000e+01,5.239104024922038150e+01
2.900000000000000000e+01,5.119794279099502887e+01
3.000000000000000000e+01,5.019434638489874345e+01
3.100000000000000000e+01,7.364724694446363173e+01
3.200000000000000000e+01,7.226166682140433295e+01
3.300000000000000000e+01,7.074576214009817932e+01
3.400000000000000000e+01,6.946626499405928712e+01
3.500000000000000000e+01,6.806356285826412034e+01
3.600000000000000000e+01,6.649300870858591850e+01
3.700000000000000000e+01,6.483957679208205604e+01
3.800000000000000000e+01,6.326699406267564285e+01
3.900000000000000000e+01,6.157648250957280567e+01
4.000000000000000000e+01,6.015621218945905468e+01
4.100000000000000000e+01,5.880024327760259695e+01
4.200000000000000000e+01,5.721786366656162670e+01
4.300000000000000000e+01,5.583164162724734325e+01
4.400000000000000000e+01,5.440306454437168782e+01
4.500000000000000000e+01,5.329161718791966251e+01
4.600000000000000000e+01,5.222412495029896462e+01
4.700000000000000000e+01,5.106687136487244061e+01
4.800000000000000000e+01,5.008583673049408702e+01
4.900000000000000000e+01,6.552310866963544811e+01
5.000000000000000000e+01,6.442408063331930634e+01
5.100000000000000000e+01,6.325200152161764322e+01
5.200000000000000000e+01,6.212231412792655760e+01
5.300000000000000000e+01,6.078989981046201763e+01
5.400000000000000000e+01,5.961060143327239302e+01
5.500000000000000000e+01,5.860568335418464869e+01
5.600000000000000000e+01,5.763461343905172640e+01
5.700000000000000000e+01,5.648598216008207373e+01
5.800000000000000000e+01,5.546635422268015247e+01
5.900000000000000000e+01,5.459528596585340665e+01
6.000000000000000000e+01,5.375159598193009458e+01
6.100000000000000000e+01,5.300972585506058010e+01
6.200000000000000000e+01,5.221356859964485153e+01
6.300000000000000000e+01,5.144132482676554474e+01
6.400000000000000000e+01,5.076148099260105084e+01
6.500000000000000000e+01,5.003095197245514214e+01
6.600000000000000000e+01,6.165195267009747226e+01
6.700000000000000000e+01,6.087031861139818290e+01
6.800000000000000000e+01,6.002972357986703855e+01
6.900000000000000000e+01,5.921214868804855769e+01
7.000000000000000000e+01,5.849088283315213488e+01
7.100000000000000000e+01,5.771447696801068616e+01
7.200000000000000000e+01,5.712778657676040694e+01
7.300000000000000000e+01,5.629052718149574730e+01
7.400000000000000000e+01,5.541033305352746652e+01
7.500000000000000000e+01,5.471318727481418165e+01
7.600000000000000000e+01,5.400421547416358692e+01
7.700000000000000000e+01,5.325547813007843700e+01
7.800000000000000000e+01,5.249928904542499453e+01
7.900000000000000000e+01,5.187284628582587231e+01
8.000000000000000000e+01,5.126132544879231290e+01
8.100000000000000000e+01,5.058616114082460768e+01
8.200000000000000000e+01,5.000389646057125503e+01
8.300000000000000000e+01,5.932260354488390419e+01
8.400000000000000000e+01,5.850654297478535426e+01
8.500000000000000000e+01,5.777293710229556467e+01
8.600000000000000000e+01,5.714013508380240580e+01
8.700000000000000000e+01,5.638283208499679233e+01
8.800000000000000000e+01,5.564538946664578134e+01
8.900000000000000000e+01,5.492678432814345513e+01
9.000000000000000000e+01,5.427988349637136167e+01
9.100000000000000000e+01,5.372069122415374665e+01
